	BCOR	PTPN11
BA2000	0.0347677842970251	18.33296095742878
BA2003	0.0171595779870121	7.823075791431777
BA2004	0.037920978392253	23.47420820016641
BA2006	0.0023649980291683	1.599279212987121
BA2011	0.0545436322464494	9.225160864995647
BA2019	0.0936744772560194	25.598812631833862
BA2020	0.0911532425463582	31.59595324254756
BA2022	0.0308737068466182	27.51591386957487
BA2023	0.0139315669678408	11.535227276580512
BA2024	0.0422907785477338	13.850349536088828
BA2025	0.0736877940309664	25.182250566504557
BA2031	0.0466605787032146	17.168571781077897
BA2032	0.084601912034605	15.901849480276256
BA2033	0.1197568500062294	18.392220963768025
BA2034	0.0628754507230147	16.75767370192132
BA2035	0.0387365420610455	26.829544816139027
BA2036	0.0339658361244341	21.002511009591736
BA2037	0.0527020794642252	41.28393670453848
BA2041	0.048488652599567	20.85594645881212
BA2044	0.0300243093528167	18.514651646389066
BA2046	0.034740553304622	17.74777341783675
BA2047	0.0391714182775149	23.775755698786437
BA2050	0.0131772047267902	14.032474625170588
BA2051	0.041604357177361	23.501722762533824
BA2052	0.1265800806110234	19.346997032607323
BA2053	0.0279786607378997	13.034239391027915
BA2054	0.0291135738209435	15.071847659067448
BA2055	0.0041387465510445	1.0119939151741806
BA2063	0.0493993881314402	14.18531242809262
BA2065	0.03705796540225	23.213042788974004
BA2066	0.0708470732967242	27.549712577286414
BA2068	0.024200110089711	15.169594363553628
BA2069	0.0411967119532945	19.64144687919452
BA2072	0.0188314152028718	12.509935270285276
BA2079	0.01383639510476	8.072035025066661
BA2080	0.0417879614605866	14.96790543407779
BA2081	0.0327902131631156	15.613771421052876
BA2082	0.0342648305995481	16.516465158266154
BA2087	0.0360930411062303	14.418054675323518
BA2088	0.0362220467943202	24.432406247519264
BA2089	0.0788933761840472	26.42817527039773
BA2093	0.0307445645481986	24.761557552881506
BA2094	0.102502373376796	22.84219653932653
BA2095	0.0200478846527948	22.24726061747656
BA2096	0.0162218846833955	9.782062235194408
BA2097	0.0438062424727708	29.00078867269143
BA2098	0.0221275037030506	4.89760845693884
BA2100	0.0199187423543752	12.578431475402214
BA2101	0.0182401656955797	12.241955188427031
BA2104	0.019803215552157	9.678008579946416
BA2106	0.0210400399412174	11.404555741858657
BA2109	0.0242613115174529	10.752236348741445
BA2110	0.0148014560111095	9.173325205003731
BA2113	0.0628687112800788	24.25003415351566
BA2116	0.0298746755049299	34.54667256955986
BA2121	0.0252331118667382	24.484211565819702
BA2122	0.0250156737585035	8.187921438696502
BA2123	0.0717576722182676	32.82053187434948
BA2124	0.0418762572704017	17.461741457522745
BA2125	0.0477954917862583	26.753085869426155
BA2132	0.0529671035040003	20.169400258241318
BA2133	0.0097724654776589	9.257241245749476
BA2134	0.0133879033920891	11.564212451003634
BA2135	0.039708205800001	16.330691859452898
BA2139	0.0225827348586574	11.507169535521824
BA2143	0.0242749270136544	20.26836326082831
BA2148	0.0236700620101608	15.675843108585529
BA2153	0.0325183130700749	24.095696669288905
BA2155	0.0326881652467692	13.399294045807633
BA2156	0.0405306455220591	16.931888260327074
BA2162	0.0328648934767292	23.524442921627767
BA2163	0.0425421870913074	32.49912164853597
BA2168	0.0198371859874959	13.863873737481438
BA2169	0.0399257805185655	30.814991909118284
BA2171	0.0454984346277678	23.18947927011344
BA2172	0.0809050543636253	16.795517788395873
BA2174	0.0364803313911594	23.163838646228943
BA2175	0.0530621387567512	22.39949600661436
BA2184	0.0830524776742291	39.81395373361203
BA2195	0.0278971043710205	14.438988301694582
BA2198	0.0259398881762484	24.498350035075635
BA2200	0.0617201827008335	27.20417627027473
BA2201	0.023160368869748	10.05949923649511
BA2209	0.0422092221808545	22.20851929911572
BA2211	0.0447713033791202	21.02631899069189
BA2212	0.0396811114179277	16.10636029935567
BA2217	0.0481215806434455	17.405562540348775
BA2218	0.0271970675044462	6.878393864241168
BA2220	0.0214614372718152	20.14637088171025
BA2221	0.014638343277351	13.92990006687362
BA2224	0.0345434701355247	15.825637213283208
BA2226	0.0846631134623469	35.989485894319195
BA2227	0.2247327355508165	20.910382367639677
BA2228	0.0636434284602668	31.927487025931413
BA2229	0.1288703983265781	23.056486557637434
BA2233	0.0277203761410605	11.761458404505191
BA2234	0.0726820232463423	24.054342043995
BA2235	0.0353793887434545	17.067020253453286
BA2236	0.0399869819463074	17.314869257465272
BA2239	0.0241457847152348	12.77104820432132
BA2240	0.0416995290404417	33.17334597209446
BA2242	0.0633647889242901	15.237455455980948
BA2244	0.0451042682895731	16.925820528737685
BA2245	0.051220585974527	27.47398546311995
BA2248	0.0145907573458106	18.155268511562515
BA2249	0.0454441092532915	19.97463299408348
BA2251	0.0569630922604237	24.14242187116462
BA2256	0.0356307972870281	21.401582298666927
BA2260	0.0136189569965253	15.232493343082629
BA2261	0.0233914224741842	13.631458148123675
BA2269	0.0222904798264793	7.328556613973234
BA2271	0.0998994456899258	23.98460277768552
BA2272	0.0374521317404447	13.50913898194892
BA2273	0.0790358607580088	21.07546663553913
BA2275	0.0754208326745679	31.218741695811683
BA2276	0.0005096931404128	9.934136281708742
BA2277	0.051696308679601	29.221652377436328
BA2280	0.0829233353758095	36.38874163228378
BA2281	0.0145092009789314	24.831129720843258
BA2282	0.0218080176784695	10.789451974244848
BA2286	0.0385394588919481	19.38545941760825
BA2288	0.0159227535979517	12.094613771990195
BA2292	0.0323279693439134	17.152450737298953
BA2294	0.0240981987836944	18.795163976802144
BA2296	0.0372550485713473	22.58795543731145
BA2300	0.0679247961956026	43.71814488147894
BA2301	0.0913501891051258	17.314482693030055
BA2302	0.0285087088174499	15.142153148377648
BA2304	0.0141762360684785	12.000004837689753
BA2306	0.0170916371163344	21.901854935746787
BA2308	0.0248049750932046	20.691473643918133
BA2309	0.0214410823326778	15.600943225492763
BA2311	0.0224672080564393	16.07649015451271
BA2312	0.0267282208526378	14.384739574554802
BA2316	0.0194566351455027	11.94031516572484
BA2322	0.0308261209150779	19.00203463588738
BA2325	0.0096705541716423	13.13339354976582
BA2329	0.0203944650594491	14.170386468930648
BA2334	0.0225827348586574	12.738862324221753
BA2339	0.0680742934331596	10.111131706915842
BA2344	0.0149509532486665	17.66258635942158
BA2347	0.0400956326952598	10.673249895339008
BA2348	0.0118112380393102	6.14653811673649
BA2350	0.0151683913569012	9.248559385393913
BA2354	0.0304795405084235	27.095243432620222
BA2355	0.060218334271998	28.38735945750639
BA2357	0.0184032784293382	12.19949693229595
BA2360	0.0343463869664273	17.5735034231662
BA2361	0.0195449309553178	15.736424512490592
BA2363	0.0095753823085615	7.3033212222808
BA2369	0.0395452296765723	17.51039441139099
BA2374	0.086171837944448	22.40617777937685
BA2375	0.0272854999245911	20.87206313122356
BA2376	0.0360861650529647	14.73696075905255
BA2377	0.1178406169103916	56.988741119585946
BA2379	0.038396701097327	14.2605358780457
BA2385	0.0510098873092282	15.9001120635316
BA2386	0.0869396790713703	18.71535873465833
BA2387	0.0484208483392191	18.12250880428911
BA2394	0.0359434072583436	24.469601260335928
BA2399	0.0305610968753028	16.904555001239643
BA2400	0.0571058500550448	33.63200594550555
BA2402	0.0257564205033525	21.70324629391715
BA2405	0.0068910348651419	9.100792336674967
BA2406	0.0146247277811495	17.82816007822995
BA2409	0.0406461723242772	16.29375622363415
BA2410	0.0237040324454997	23.596659384354837
BA2412	0.0157868718565963	12.137813809796492
BA2413	0.0188177997066703	21.05224232672534
BA2414	0.0394024718819511	23.349309244236707
BA2415	0.0112948054559615	8.984070955203252
BA2417	0.0834396313488284	12.270477073849374
BA2418	0.0147538700795691	10.111819360859618
BA2420	0.0311863168179337	17.04322984051619
BA2421	0.0221885685204627	17.112086130843036
BA2423	0.0332999063035284	14.830693302761253
BA2425	0.0635142861618471	26.81439645289756
BA2426	0.0254165795396341	14.6887218048444
BA2427	0.023010871632191	13.203350202140005
BA2429	0.0340610079875149	13.885097753812143
BA2440	0.0251991414313993	29.80936471999719
BA2441	0.058648408362155	41.50471871701896
BA2442	0.032008619929662	21.30032633561693
BA2446	0.0394705493629587	17.23831681496286
BA2449	0.0184915742391533	27.270894277896847
BA2450	0.0361744608627798	17.891294519534323
BA2452	0.0385598138310855	25.78173682741561
BA2454	0.1152514413300527	35.41917436013228
BA2455	0.0196197478792612	12.375452361398644
BA2456	0.0895152391555077	14.09237807271488
BA2459	0.0245127200610265	13.594127000583486
BA2461	0.0359434072583436	17.820350143922077
BA2463	0.1441958460259508	8.57460656098495
BA2464	0.0278903649280846	18.745323554263607
BA2469	0.0421140503177738	16.132452295663036
BA2470	0.0547679464079497	18.268118383788824
BA2472	0.0558009481849769	12.66426899861456
BA2473	0.058675639354558	17.639401643995793
BA2474	0.0248661765209465	12.088986615383838
BA2477	0.0468780168114493	27.90380716097536
BA2479	0.0113151603950989	9.06853194700168
BA2480	0.0497051220494901	15.24397502944484
BA2481	0.0256681246935374	7.960993949896547
BA2482	0.0224399770640363	19.0233231637945
BA2483	0.0893386475358775	23.22264853955544
BA2485	0.0283388566407556	17.055978788879546
BA2488	0.020278938257231	18.77808934875976
BA2489	0.0271835886185744	14.508873336495364
BA2492	0.0210400399412174	23.63457575454264
BA2494	0.0514583790218991	27.91420931790605
BA2496	0.015528587259757	11.399676017741184
BA2497	0.0347201983654847	15.612483715841416
BA2499	0.0435412184329957	21.457586308448946
BA2500	0.0587911661567762	23.138866635530075
BA2501	0.0272242984968492	27.833890878616558
BA2502	0.0387568970001828	15.548455223976305
BA2505	0.0174994189507306	22.69831014365209
BA2507	0.0348424646106387	13.273383072831717
BA2510	0.0502215546328387	16.669318455579262
BA2511	0.0087666946930347	7.663551368635486
BA2512	0.0564533991200109	18.55404802224241
BA2514	0.0264563207595971	14.1127716506682
BA2515	0.0227186166000129	13.656362083325709
BA2520	0.0139315669678408	10.18459988094212
BA2521	0.0478294622215972	22.854875728416364
BA2523	0.0233710675350469	17.466454904239125
BA2524	0.0256612486402718	15.143161519049126
BA2525	0.0174314780800529	10.739344125649188
BA2526	0.0320901762965413	16.511510597344866
BA2528	0.0493516655895701	14.604392734699395
BA2532	0.0166974707781397	27.09788474706269
BA2534	0.0364191299634175	26.77316300242771
BA2538	0.0171731934832136	19.34789198139
BA2539	0.0203265241887714	15.054660968382327
BA2540	0.0329464498436084	12.01969277063214
BA2541	0.0287806089104907	16.52564398579619
BA2545	0.045280996519533	20.94124669628399
BA2546	0.0179751416558046	18.99909180138973
BA2552	0.0563989371352048	16.970131640737755
BA2559	0.0551893437385475	14.081354688308627
BA2561	0.0536943713629776	8.225056123389484
BA2563	0.0353521577510515	17.33397336920926
BA2564	0.0145907573458106	13.974435996557515
BA2567	0.0097996964700619	6.532230302726126
BA2570	0.0353997436825919	22.38622147123564
BA2575	0.0154606463890793	10.361376185477951
BA2577	0.0414684754360055	20.382387269777333
BA2579	0.0320289748687994	18.172941762715816
BA2583	0.0208089863367812	25.543482158502837
BA2584	0.0898416012333545	21.881435806884262
BA2587	0.0423587194184115	21.078892020464146
BA2588	0.0417198839795791	15.34775428213297
BA2589	0.1135794675038633	17.98440359990241
BA2592	0.1468121159883629	19.84405027987057
BA2593	0.0023649980291683	0.8090165245861867
BA2594	0.0246351229165103	21.525920477694164
BA2595	0.0375065937252507	13.4174683952318
BA2597	0.0697733616414223	19.51682683095491
BA2600	0.0243292523881307	12.611281705199705
BA2603	0.0599193397968841	19.616353351392544
BA2618	0.0531778021692991	21.562852645082295
BA2619	0.0272379139930507	16.276085827293198
BA2620	0.0180906684580227	23.94293881406372
BA2621	0.0130277074892332	14.867078915259968
BA2622	0.0260554149784665	17.89404725424126
BA2623	0.0279446903025609	32.422525972432204
BA2629	0.0938379998207672	12.182439062832351
BA2631	0.0350328083368002	17.90739322912705
BA2634	0.0018416893925539	18.21284933426878
BA2636	0.0568272105190682	18.568704808257376
BA2639	0.0352298915058975	21.352582026728825
BA2644	0.0818767181025808	13.954630838917565
BA2645	0.0643841752051158	21.812898951451057
BA2646	0.0349852224052598	24.75015114655788
BA2649	0.0207750159014423	23.86929555054728
BA2651	0.0386482462512304	15.009905620802682
BA2653	0.0180906684580227	35.09770771441234
BA2655	0.063602718581992	47.73960715416454
BA2656	0.0061027021887524	12.23115155921837
BA2657	0.0284883538783126	19.747502000537104
BA2658	0.0456615473615263	20.77431422918143
BA2659	0.0368337878510794	20.045090782808657
BA2660	0.0166431454036634	16.149795869705212
BA2662	0.0421821277987813	12.045959777225177
BA2663	0.0094258850710045	12.517918211428482
BA2667	0.0257903909386914	14.667596859550976
BA2670	0.0246078919241073	17.34966639725265
BA2674	0.0612580754919611	17.279843318133707
BA2675	0.0370239949669111	20.317910549967007
BA2676	0.0244923651218892	18.58694648390418
BA2677	0.0174858034545291	18.577054779483333
BA2681	0.0166771158390023	15.08682239640497
BA2682	0.0123005762405857	19.076647524486
BA2685	0.0675850918422139	25.10516765487928
BA2688	0.0344756658751767	9.067482526668442
BA2691	0.0162829495008076	26.73737220376769
BA2694	0.0319135846769111	9.024019039461352
BA2695	0.0770922600594382	11.2404092343823
BA2697	0.0191167941817842	6.301040978737351
BA2701	0.0079783620166453	10.946437653909962
BA2704	0.0302824573393262	16.147071205521367
BA2705	0.0647306190014404	28.16912357988325
BA2707	0.0133742878958876	28.354258823419137
BA2709	0.008848251059914	11.834087074751764
BA2712	0.0077473084122091	16.42029670010793
BA2714	0.0642686484028977	18.259052411644547
BA2715	0.0314920507359836	20.1361962674606
BA2718	0.0568408260152697	23.29369020548985
BA2720	0.0128442398163374	12.589995425491171
BA2721	0.0414343683903368	12.82643796424119
BA2722	0.0322396735340983	36.40377693251484
BA2723	0.0445469892176198	30.19932116231609
BA2724	0.0190284983719691	12.29033845001848
BA2726	0.018586746102234	13.818725538291096
BA2727	0.0378462980786394	24.61424804261353
BA2728	0.0429023829941632	21.026768820896308
BA2731	0.0081414747504038	10.348587303927951
BA2733	0.010954964492243	8.96480318961342
BA2735	0.0359434072583436	12.472768491152266
BA2737	0.0662733139188804	12.376501451202138
BA2742	0.0341153333619911	18.999517616112165
BA2744	0.0097045246069811	3.972428680531728
BA2746	0.0245127200610265	16.354079014101362
BA2747	0.0486519019436553	13.21286567892482
BA2748	0.0340201614989103	24.58902716946228
BA2751	0.0267418363488393	13.92309366783434
BA2756	0.0178323838611835	11.95978241621635
BA2758	0.0278019325079397	9.074373932385482
BA2760	0.04150932192461	27.842394785774225
BA2762	0.0279174593101579	15.494298472230904
BA2764	0.0204963763654657	10.123036663951495
BA2765	0.0154266759537404	17.255788926560026
BA2769	0.0166431454036634	14.114069903809089
BA2772	0.0510371183016312	9.214550366533244
BA2775	0.0426645899467911	18.18390614086486
BA2776	0.0540068447239633	21.07864268018424
BA2778	0.0252262358134726	11.051841624231852
BA2782	0.0304455700730847	14.017978111035076
BA2786	0.027733991637262	18.56146342152403
BA2787	0.0084337297825819	5.728153752635701
BA2789	0.0435480944862613	23.09779193452756
BA2791	0.0100986909451759	20.34342406980938
BA2792	0.0281282945857865	11.65470263502648
BA2798	0.0325590229483496	16.931625688947495
BA2801	0.0084880551570581	7.134981041288424
BA2802	0.0365006863302968	21.039563120997773
BA2804	0.0205303468008046	11.705154389579103
BA2806	0.0282300692814733	20.0582471817414
