	BCOR	PTPN11
BA2808	0.0208701877645231	24.08299046294555
BA2809	0.0609794359559845	25.421071006514072
BA2811	0.019062468807308	22.694716050439283
BA2812	0.0088958369914543	11.366252530998253
BA2813	0.0178663542965223	13.26185634034608
BA2814	0.0207750159014423	11.078194670442564
BA2816	0.0169421398787774	14.79225518895096
BA2817	0.0145092009789314	19.255577896687427
BA2820	0.0471021943626199	17.60046886126625
BA2821	0.0617541531361724	41.38697743446033
BA2822	0.0278020691182695	27.94999463915676
BA2824	0.0580095729233226	15.698469004065108
BA2828	0.0113967167619781	16.62048013308828
BA2829	0.0459605418366402	23.16697090575833
BA2830	0.0180158515340793	10.54731633196385
BA2832	0.029426183792259	21.6788491811367
BA2836	0.0149849236840053	12.468306580047503
BA2837	0.0211555667434356	22.898407857056828
BA2839	0.0853631503289212	31.642496415707715
BA2840	0.0798045215469098	20.531917229600012
BA2841	0.0333474922350688	17.333596721579227
BA2842	0.0287940877963624	9.895489999364507
BA2843	0.0234390084057246	10.858547637453205
BA2844	0.0142645318782936	17.590131498344554
BA2846	0.0351347196428168	18.50294150486064
BA2850	0.0218826979920831	13.43052749037221
BA2851	0.2036724772807914	25.04537941152953
BA2852	0.006680336199843	9.456579436181348
BA2855	0.0298746755049299	17.107630110616615
BA2856	0.0503643124274599	12.066697755388164
BA2858	0.0153315040906597	12.633864070958204
BA2860	0.0200478846527948	14.530015277964637
BA2861	0.0246418623594461	17.408068930780058
BA2865	0.0376016289780017	16.238963350670986
BA2866	0.016153807202388	21.19259899057649
BA2867	0.0718324891422109	17.232068759781303
BA2868	0.0313358140554907	23.494536189676637
BA2870	0.0555293213125957	23.69065911934278
BA2871	0.0205915482285465	23.15316795763132
BA2872	0.0386958321827707	18.935171480130546
BA2876	0.0354066197358575	13.157898270250502
BA2879	0.0553252254799029	15.50509527096519
BA2880	0.0175333893860695	19.49215324075317
BA2882	0.0216992303191873	16.603411924717445
BA2883	0.0358618508914643	28.20025393371597
BA2885	0.0480605158260334	20.57041289985666
BA2887	0.0382132334244311	27.307116773219036
BA2889	0.0	0.0893690876800253
BA2893	0.0205439622970061	12.4974117886675
BA2901	0.0266738954781616	8.975530107617864
BA2902	0.0324027862678567	9.87114034234456
BA2903	0.0074686688762324	5.87011599834422
BA2904	0.0442479947425059	20.70134617274038
BA2905	0.04406452706961	22.33801212442174
BA2906	0.0296232669613564	21.176416117737062
BA2908	0.0429635844219051	23.172251086718955
BA2909	0.0149033673171261	11.488674564864946
BA2910	0.0485702089664463	26.26349101086416
BA2911	0.0440577876266742	20.84783277632227
BA2914	0.0562834103329867	15.0156201416248
BA2915	0.0082978480412264	2.41314672352659
BA2921	0.0666134281032584	17.458656163590284
BA2922	0.0317639508290243	19.573904682697663
BA2923	0.0464838504732546	9.394341271819846
BA2926	0.0359230523192062	19.129719312731364
BA2928	0.0301872854762454	17.191069360684157
BA2930	0.0316008380952658	14.85937609513198
BA2932	0.0778876053994231	19.46477251954371
BA2934	0.0124024875466023	9.73098986675119
BA2935	0.0167450567096801	9.880445356341776
BA2937	0.0249341173916242	17.877732513150956
BA2939	0.021943899419825	9.710666289915626
BA2944	0.0418422868350628	37.64703403612323
BA2947	0.0137753302873479	12.357448642886093
BA2948	0.019952712789714	20.4879431817709
BA2950	0.0294737697237994	24.919157088502157
BA2951	0.0199187423543752	18.133444760407368
BA2952	0.0512885268452048	29.64411745650464
BA2953	0.0150325096155457	7.163653271429381
BA2955	0.0057221513467592	11.13542937935626
BA2956	0.0093443287041253	8.523238456781499
BA2962	0.0500177320208055	24.054892956713843
BA2970	0.0149849236840053	15.990249149514993
BA2972	0.0397762832810085	17.627225547010358
BA2976	0.0508264196363323	17.773117510802155
BA2978	0.0287330229789503	14.603788957143514
BA2981	0.0499563939827339	18.564359098703868
BA2984	0.0404830595905187	14.452361922559325
BA2986	0.0323891707716552	21.66198824056716
BA2989	0.0244923651218892	24.180054210900927
BA2992	0.0236224760786205	23.9380562024542
BA2993	0.0110365208591223	13.846655480060836
BA2994	0.0496846305000229	16.36308890783346
BA2995	0.0546661717122629	14.331090419338244
BA2999	0.0836913131130616	20.07089751224206
BA3001	0.0479993143982916	17.71418966299346
BA3002	0.1022644437190941	25.71013085930307
BA3004	0.0615979164556795	15.801966890605236
BA3006	0.0159703395294921	12.927507847907451
BA3008	0.0015766653527788	0.3007671567538219
BA3009	0.0377035402840183	19.149190049872782
BA3010	0.0865660042826427	13.643755520925405
BA3011	0.0130616779245721	16.20127100029433
BA3013	0.0186207165375729	15.826301965085207
BA3023	0.0452675176336613	16.109292041670233
BA3025	0.0357123536539073	21.606626020315527
BA3027	0.0154606463890793	11.8217154344046
BA3029	0.0324367567031956	11.205176238759671
BA3030	0.0348084941752998	21.666872429973047
BA3037	0.0492973402150938	22.454196832329725
BA3038	0.0399054255794281	26.722751368914007
BA3040	0.0201158255234725	10.393675597393589
BA3042	0.0328988639120681	31.91703970845472
BA3043	0.0186479475299759	10.557497829345278
BA3049	0.0148355630567781	4.158103947463144
BA3051	0.0129121806870151	13.618501220020445
BA3053	0.0392462352014583	26.569754013053128
BA3064	0.0445469892176198	20.81512093293928
BA3067	0.0595453917874969	23.49622855930234
BA3068	0.0534428262090742	32.6958892019907
BA3070	0.0212847090418552	12.2739088603882
BA3071	0.0422092221808545	21.66745407747344
BA3072	0.0426033885190493	21.744276519892093
BA3075	0.0513495916626169	9.78077433217044
BA3076	0.0108258221938234	6.585836267450562
BA3077	0.0577514249368131	22.34529503861006
BA2040	0.0266466644857586	15.768603175760314
BA2160	0.0398714551440892	17.506409372433634
BA2303	0.0395792001119111	15.03837826541991
BA2353	0.044037296077207	27.233366359776674
BA2516	0.0531778021692991	21.259529388671154
BA2590	0.0285223243136514	29.16348122073776
BA2647	0.0246078919241073	21.26802428024812
BA2891	0.0224399770640363	10.22953782959444
BA2924	0.0449275400596131	20.532589760834025
BA2971	0.0401908045583406	19.08055261903843
BA3036	0.0343667419055647	21.532179511729048
BA3059	0.0281281579754567	18.54532868077653
BA3073	0.0223856516895601	14.944238120335736
BA3078	0.0619241419231965	35.18664561153126
BA3079	0.0218487275567442	19.909318281196608
BA3083	0.0374385162442432	21.978305936397295
BA3084	0.048135196139647	17.84399375600065
BA3085	0.0174042470876499	26.01224963306068
BA3087	0.0929268544579047	48.86803170684532
BA3089	0.0393005605759345	23.137690705828494
BA3094	0.0818970730417182	28.49290823798763
BA3095	0.0302348714077858	20.620505966732463
BA3098	0.0323415848401149	23.62762660915261
BA3099	0.0459265714013014	36.54224908379226
BA3103	0.0286921764903458	21.202410683230404
BA3108	0.0257903909386914	27.17003893415094
BA3109	0.0389063942377398	17.987162225593785
BA3110	0.0488147414567542	23.61354936917826
BA3114	0.0248389455285435	11.088207106757388
BA3116	0.0340541319342492	13.54410492909614
BA3117	0.045729488232204	32.99850340543902
BA3118	0.0253350231727548	18.419906314914087
BA3119	0.0525729371658056	24.22301068782385
BA3123	0.0427325308174689	19.325795422691492
BA3124	0.0325862539407526	11.595967067149676
BA3126	0.013272376589871	23.07814911886787
BA3128	0.0340881023695881	17.85383423310964
BA3130	0.0187498588359925	12.057733345196048
BA3133	0.0355288859810115	35.60647067572976
BA3135	0.0432353479046161	14.423862792892812
BA3136	0.0455324050631066	26.020118488952967
BA3137	0.024675832794785	17.99946922539952
BA3138	0.0169761103141163	17.948405734384835
BA3139	0.0528651921979837	61.89541159416133
BA3141	0.0528788076941852	21.324758045316084
BA3142	0.0762905851075068	46.60967367517731
BA3145	0.0593551846716652	21.111123300919846
BA3146	0.0301329601017692	21.602179497941837
BA3149	0.0183760474369352	21.63447056331703
BA3152	0.0359230523192062	26.69930441544388
BA3153	0.1238480106257336	31.543536116768177
BA3154	0.0869124480789673	34.14570005484676
BA3156	0.0291678991954198	19.49857490673853
BA3157	0.0278698733786175	23.14124354717321
BA3158	0.0160246649039684	22.028408728000585
BA3162	0.028032986112376	23.07486636372992
BA3163	0.0177780584867072	14.556965582467331
BA3164	0.0441324679402878	29.786068872909603
BA3167	0.053361269842195	20.567990490892964
BA3169	0.0710440198554917	20.415742448754457
BA3171	0.0405170300258576	49.20184704080764
BA3173	0.0178323838611835	27.98654696106653
BA3174	0.0365686272009745	22.481708707839694
BA3175	0.0001970831690973	16.98894756673063
BA3176	0.0445606047138213	18.64217401050913
BA3177	0.0502148151899029	37.12825353716463
BA3178	0.0320018804867262	11.343132947483015
BA3180	0.0994576934201907	28.83046345372784
BA3181	0.0208226018329827	12.539176864756952
BA3182	0.0303503982100039	27.52360362055456
BA3183	0.0329464498436084	29.19110257797213
BA3185	0.0404694440943172	16.0689464411771
BA3186	0.0525253512342652	26.671352579888893
BA3187	0.0127626834494581	17.671849707854243
BA3189	0.0434732775623179	34.77103318446292
BA3190	0.028773732857225	13.582985218241213
BA3191	0.0223720361933586	17.4967395117262
BA3192	0.065090951514626	25.62671641213393
BA3194	0.0496099501864093	35.935356555517195
BA3195	0.0264835517520001	16.40482357099114
BA3197	0.0301669305371081	16.74318582812262
BA3199	0.0507312477732516	26.886278539283374
BA3200	0.0616862122654947	21.870631329961405
BA3202	0.0413869190691262	24.89452366575615
BA3203	0.0243020213957277	14.692021043920066
BA3206	0.0302348714077858	23.017601304312947
BA3207	0.0607959682830886	21.08589263526197
BA3208	0.0390491520323609	18.69157945657816
BA3210	0.0758352173415702	25.00701142440425
BA3211	0.0580980053434675	20.94416288181397
BA3212	0.0429635844219051	38.42654424973168
BA3213	0.0170916371163344	28.595132790427066
BA3214	0.0479041425352108	19.227635695526825
BA3216	0.0646287076954238	14.3557010442588
BA3217	0.0581454546646781	16.74182319835738
BA3219	0.028087448097182	14.358489399213893
BA3221	0.0275029380328258	15.472372826909858
BA3222	0.1068313270436723	45.00221066210596
BA3225	0.0221070121535835	16.252474175634926
BA3226	0.038097706622213	19.63876066105797
BA3227	0.0682782526555226	22.406453016091405
BA3228	0.107497256864578	28.892920691148067
BA3229	0.0550398465009905	29.721164245602424
BA3230	0.0233914224741842	19.80458906416293
BA3232	0.0352842168803737	18.64192081999083
BA3234	0.0512342014707285	20.17473302052334
BA3235	0.0146043728420121	15.371318318553923
BA3237	0.0326678103076318	27.98315846822433
BA3240	0.0630045930214343	26.53802348143133
BA3242	0.0293310119291782	18.60678946129853
BA3243	0.1218297296135494	27.182019369641385
BA3245	0.0577105784482086	24.70548102610767
BA3249	0.0596677946429807	27.04526177937093
BA3250	0.0389200097339413	29.723698269728747
BA3251	0.0210400399412174	18.96515071718015
BA3255	0.0350531632759375	19.530658366366755
BA3258	0.0364870708340953	19.25644449572177
BA3260	0.0448392442497979	21.71300533111998
BA3261	0.0251651709960605	18.19364774393248
BA3264	0.0358483720055926	28.724599060108773
BA3266	0.0473061535849829	28.79690094170825
BA3268	0.0687267443681936	34.215264264099496
BA3269	0.0496846305000229	15.204697938644848
BA3270	0.0544622124898999	24.530727937607185
BA3271	0.0400073368854447	27.916898924965192
BA3273	0.0209584835743382	20.44500246613187
BA3275	0.0214342062794122	28.412871710293533
BA3277	0.0572484712393362	17.164565410884723
BA3280	0.0490797654965293	14.365310348195427
BA3283	0.0209584835743382	16.69487906533864
BA3285	0.0543127152523429	62.17898985108376
BA3286	0.0380161502553338	21.368852478931604
BA3289	0.0189197110126869	8.671812401369937
BA3290	0.0425830335799119	23.97434788088257
BA3293	0.095291852487073	27.98536128377098
BA3295	0.0304795405084235	28.37486135458929
BA3296	0.0277951930650039	16.547626760789306
BA3297	0.0619988222368101	31.61271538032367
BA3299	0.0349919618481956	13.91130497298182
BA3300	0.0373433443811624	37.73830015271734
BA3302	0.0475847931209595	47.58395676045272
BA3305	0.0219778698551639	17.9495129193202
BA3306	0.0505679984291633	15.822574986127442
BA3308	0.0341629192935315	21.61813851587103
BA3310	0.0214342062794122	16.233968503775053
BA3311	0.0436363902960764	26.322291810625305
BA3312	0.0515059649534395	26.274338440187364
BA3315	0.0308873223428198	35.11440382264742
BA3317	0.0915948582057635	21.33458099470292
BA3318	0.0289368455909835	31.470847071104163
BA3319	0.0362220467943202	22.17690767917441
BA3322	0.0407549596835594	19.028309672175208
BA3324	0.0546592956589973	43.99440756721232
BA3325	0.0303503982100039	18.92294556082813
BA3326	0.0122869607443842	23.60399145233129
BA3328	0.057785395372152	22.770125349103125
BA3329	0.068149110357103	36.48269764177509
BA3332	0.0432082535225428	28.276913195499503
BA3333	0.0401228636876628	25.26353103615665
BA3334	0.0068774193689404	9.127914629344902
BA3335	0.0350531632759375	18.262137171353483
BA3339	0.0315804831561284	16.505423984927283
BA3341	0.0313018436201518	21.133817970311235
BA3345	0.0150528645546831	10.56551791674996
BA3347	0.0360453185643602	12.895248893688454
BA3351	0.0520292735900538	36.15111433085691
BA3352	0.0210876258727578	11.602828493127593
BA3353	0.0380230263085994	35.31452803631488
BA3357	0.0417131445366432	23.394936659638905
BA3362	0.0727430880637544	21.929829281753584
BA3367	0.0143257333060355	15.08460695321988
BA3369	0.0359909931898839	30.111459179936265
BA3371	0.0176013302567472	16.57214863696018
BA3373	0.0579552475488463	59.687482235387535
BA3374	0.0286854370474099	14.286142079384424
BA3375	0.0265854630580167	14.986029961281671
BA3376	0.0548563788280946	18.460625960877035
BA3379	0.0579145376705716	28.28338708702801
BA3380	0.0210264244450159	15.395065123545448
BA3381	0.0400685383131866	31.6022929834454
BA3384	0.0502011996937014	15.82572118593314
BA3385	0.0389675956654817	18.844695554238974
BA3386	0.0537554361803897	23.83686331483464
BA3388	0.0131568497876529	14.160480378577368
BA3390	0.0138500106009615	12.885807017959875
BA3394	0.0633444339851528	25.0992123120214
BA3395	0.033999806559773	26.164953144487377
BA3397	0.0626921196604486	42.49803859219085
BA3399	0.0272039435577118	9.217550243661025
BA3400	0.0999605105073379	20.49932304808881
BA3403	0.0834806144477627	40.07256786518545
BA3405	0.0296708528928967	18.77385346724309
BA3406	0.0793963298815242	22.99494518688369
BA3407	0.0499225601577248	25.57381689341782
BA3408	0.0330823315849639	16.372140642588597
BA3410	0.0157256704288544	20.956953686492668
BA3411	0.0370239949669111	23.686174665300918
BA3412	0.1635428741501926	30.806279236788768
BA3413	0.0281078030363194	20.1099448245558
BA3415	0.0581659462141452	58.24596658054627
BA3416	0.050004116524604	19.695638462196776
BA3417	0.0220730417182446	22.196288192458372
BA3418	0.0551348817537414	32.63184933979395
BA3421	0.0213526499125329	7.884860177730484
BA3422	0.0324774665814703	16.531991048470882
BA3423	0.0436907156705527	22.056976272015444
BA3427	0.0388656843594651	24.97543818115768
BA3430	0.0158887831626129	9.925872127763904
BA3431	0.0402927158643572	16.4322603052081
BA3433	0.0432081169122131	16.497331140038252
BA3434	0.0260554149784665	19.549469421478744
BA3435	0.0350191928405986	26.26993630818124
BA3436	0.0415840022382236	18.030821688180044
BA3438	0.072722733124617	32.097233187234345
BA3445	0.1426251004541291	21.016117689995312
BA3446	0.0352096731770899	11.215195744897262
BA3447	0.0088346355637125	3.2625258891737285
BA3448	0.0380637361868741	20.46619821409374
BA3449	0.034563825074662	27.228714859707505
BA3450	0.0785059492887884	26.141088273719884
BA3451	0.0344075883941692	19.54939345148004
BA3452	0.0436567452352138	20.50716139930494
BA3453	0.0427120392680017	14.797701231567332
BA3454	0.0551553733032086	38.03237898772129
