	FLT3	RUNX1
BA2821	10.1605247834958	7.89717932578411
BA2233	9.73079295605488	8.23061160269424
BA2744	8.44724078411408	8.27456876079558
BA2880	4.510389059264	6.38738832095137
BA2621	6.06801263248952	6.68242645093915
BA3002	9.27330009217111	8.21405263917023
BA2501	8.91090509269608	8.19611264417946
BA2993	8.8525926437112	8.06147774301482
BA2301	7.8210975174081	6.6441169206914
BA2852	5.52097220276146	6.54204262926234
BA2133	3.80561258862819	5.38803577864658
BA2866	7.22543117773692	7.64895583047878
BA2212	8.90103696609653	7.04918884608735
BA2685	6.60526101233573	7.15078589361001
BA2273	9.03429954865997	7.87430709609213
BA2477	9.64527993925034	7.94936162159169
BA2659	7.1956195388029	7.52196174027097
BA2124	9.47937675072972	8.25109369476589
BA2363	8.52445890903765	7.72127626045477
BA2369	8.6697155276332	7.12664090320603
BA2534	9.3735473533766	7.66369633945432
BA2400	9.57411368730524	8.12230223339654
BA2762	9.54945587390153	8.0044307958278
BA2312	10.1099887487995	7.23636521102564
BA2813	9.38675693832204	8.71562351354988
BA2211	8.62975229101475	9.1314039045803
BA2171	9.54457000922792	8.70690950167434
BA2746	8.24509615455004	6.76777472760262
BA2798	7.37967634115988	8.0301567645062
BA2809	10.0139606390354	8.2874098816496
BA2288	8.05115312612603	6.56942061445838
BA2801	6.68646890696546	6.40688318423783
BA3030	7.44839655086442	6.8958209414819
BA2588	8.63341745058943	7.74666982029682
BA2296	7.52987979374564	6.68242645093915
BA2300	8.1336646480907	7.42090370210596
BA2903	5.56777378042055	5.70452449404762
BA2473	5.69876878834828	7.19903013947942
BA2545	5.16497113004583	6.40549948389557
BA2840	0.732935262992316	7.37002936753922
BA2528	8.30909856685695	8.41846114844672
BA2646	8.43998936441936	8.12607789280928
BA3407	4.35648958622004	6.81145766315316
BA2240	8.31787605128572	8.38331776349613
BA2926	8.80867768640892	6.8791208631907
BA2272	9.33455230246716	6.91521402329812
BA2306	9.70896839270888	7.25527706310904
BA2765	7.18154554634955	7.17197273809379
BA2904	8.15671254170946	8.04414638908848
BA2883	6.94358580230343	7.68529642962647
BA2726	8.84307877151568	6.53298741802549
BA2234	9.69817061599593	6.48902852435197
BA2022	9.18338030789918	8.7214605815193
BA2228	4.49849748067558	6.87718695252014
BA2037	9.2109276242084	7.76884228347361
BA2184	8.33337930026134	6.85025853686514
BA3009	8.43998936441936	7.72809482559201
BA2842	4.87624040809935	6.54204262926234
BA2442	9.65571538111022	7.97720455656684
BA2882	6.83919348466817	6.12991458455326
BA2758	5.59174174629251	6.93954050250455
BA2705	7.05292631391108	8.51425498508966
BA2663	5.66127358464685	6.13505858445244
BA2570	7.48382605156173	7.40305574053771
BA2764	3.01810452808214	6.36086030376613
BA2209	9.55435683089665	5.2557008751781
BA2989	7.46260985261637	8.91420804405317
BA2855	3.40020939469318	7.08671523409321
BA2261	6.16609369248211	7.06094242567649
BA2721	8.39027400222105	7.95104961478815
BA2930	7.56206988956539	7.05213628356552
BA2728	6.7513352539061	7.07845414922519
BA2715	4.81025360122033	8.27031665707811
BA2469	4.24541957876823	6.43146976668751
BA2269	2.92135532112461	6.72932018001604
BA2098	7.89563066633541	7.45053981568106
BA2778	6.16434498353066	7.28268371584317
BA2951	8.40194775982719	8.81177412986094
BA2163	7.74666982029682	7.47212920454885
BA2379	1.67574340958225	6.96912043899967
BA2817	9.54789329963925	2.99842729770843
BA3153	5.23928838607356	5.62607242115432
BA2820	9.8155160837716	8.04242466385173
BA2723	6.8614500005054	6.11928256232472
BA2704	9.60929418124753	9.07761127342397
BA2088	4.70031416168302	5.98220791058853
BA2116	5.6144197194819	6.76359470107912
BA2584	9.41800548205558	6.72183111998027
BA3079	8.72438748273975	6.87718695252014
BA2417	9.04501990946176	8.17232215906216
BA2361	5.09602373542166	6.56065461359229
BA2450	7.86375133258917	8.57394218930808
BA2492	7.384595872256	6.17598273714894
BA2552	8.98864564355709	8.25135474465914
BA2472	5.34011007418947	7.70582137825133
BA2994	8.34906675857089	8.904319577833
BA2047	8.88472441482659	7.37002936753922
BA2101	7.02200264661639	7.07770710445007
BA2082	7.68652733200955	6.68127929274665
BA2879	6.04021038079235	7.30768711424343
BA2577	6.15353258469632	6.62413100331839
BA2456	8.16449260027971	6.57560815980456
BA2175	5.35709573192361	7.30948834304819
BA2824	8.96800104667789	9.22687989289351
BA2507	9.72530780524389	8.60067902691643
BA2563	8.96117775713075	8.93417001363455
BA2244	9.1755941413251	7.50539293842063
BA2470	6.26033254809805	8.27031665707811
BA2984	10.0272952150123	8.46185834013681
BA2414	8.94424486652991	8.26607857536642
BA2697	7.41308925427417	5.85542200416075
BA2079	4.0140211348306	5.88526249443146
BA2999	9.91143332054624	8.87824586229709
BA2644	8.67537853618004	6.6795007159625
BA2011	7.63755645913212	6.00051445317703
BA2217	8.3558471237735	6.39408540771364
BA2454	8.15477520582082	8.69249597847146
BA2776	9.4045391740165	9.44528028465592
BA2218	6.39210318114874	7.59694470359064
BA2135	8.44724078411408	7.68134464101013
BA2914	6.4108151402329	7.07251029744415
BA2500	8.27244095196937	8.5117153749805
BA2830	7.7605970351598	7.71088637463883
BA2406	7.09423229403913	6.74612605168156
BA3108	8.28526081080175	8.36266215228094
BA2924	8.27031665707811	7.64778904816974
BA2303	8.60337970015667	6.94294359338222
BA2160	10.0680496747685	8.30473182450184
BA2038	3.19915451806038	6.98756290986723
BA2602	3.686686945389	6.98419090856441
BA2964	2.89057971156237	7.1158850415745
BA2898	5.72441309220803	6.69750566900229
BA3003	4.8864219540017	6.52889213798317
BA2111	5.57448750435834	6.8867637487898
BA2827	5.84234806468241	6.732801148639
BA2912	5.28790037249449	6.37975842200095
BA2437	5.66975458997346	6.78618260321054
BA2283	5.1280622240178	6.46528423305325
BA2057	5.19486917662899	6.51205995717627
BA2633	5.45711106423954	6.82908216215166
BA3034	4.63422441968448	6.61380571566026
BA2607	5.08617132532278	6.59094704308975
BA2761	5.43991302011835	6.48462547088391
BA2795	5.70146183160515	6.58028734101557
BA2182	5.54393492602013	6.6952290990594
BA2152	4.8459770442243	6.59569193185131
BA2381	8.46185834013681	8.32449794408229
BA2931	6.20570520203135	6.84162430439576
BA2040	4.04397400975098	6.47228949068298
BA2590	9.2109276242084	8.70112769787832
BA3195	10.1678932710614	8.60337970015667
BA2516	8.4735346762313	7.54191215313676
BA2353	8.52958832512444	8.23267071257109
BA3036	8.68676863894814	7.44839655086442
BA2971	6.04359329819671	7.38361760058351
BA3410	9.36916799017741	7.42928783450574
BA3118	6.83535757136623	7.45275636284168
BA3206	8.45453034732936	7.32679901700122
BA3202	5.22280034919153	6.06255807626612
BA3217	10.5880026699568	8.60337970015667
BA3405	7.76884228347361	7.67359575985668
BA3306	6.59041781660964	7.96744532914178
BA3371	5.35155520786327	6.95150045701844
BA3413	7.60280427832536	7.17595663951225
BA3411	5.78933652729381	6.81811142246577
BA3133	7.38159192503731	7.51630069461518
BA3164	9.27982760161886	8.32671267592458
BA3451	7.91426996698012	7.13359161213086
BA3286	8.86536741111737	7.57724219112205
BA3212	0.482015845548193	7.69023500088856
BA3103	6.92369940347749	8.00271116464237
BA3271	9.73629770852437	8.49406416345013
BA3152	8.24301678047805	6.71035314821396
BA3095	9.12210512882866	8.49657233882556
BA3192	8.36494157515656	8.70112769787832
BA3251	8.57129520837751	7.85205086731265
BA3362	10.4284775273914	6.62413100331839
BA3400	7.92364245319313	8.13747585819058
BA3135	9.6874475749889	8.09619809378225
BA3408	4.93052250433244	5.26602721557854
BA3187	6.63655252284443	7.73200199894925
BA3098	9.21490111990201	8.57925061313916
BA3435	9.50125973784097	8.31347995218337
BA3261	7.76884228347361	6.36467185423724
BA3203	7.72809482559201	6.71610247691018
BA3174	6.85271739062875	7.60395254604328
BA3317	9.66095938066438	8.73025810259064
BA3299	7.97230357086309	7.5075244144456
BA3221	4.6132752340943	5.80067915322974
BA3347	7.18474506245045	6.87589317842963
BA3235	9.29647098090766	6.86648111845466
BA3126	9.54457000922792	6.89511146582289
BA3380	9.21490111990201	7.73071674907066
BA3089	8.3603866090308	8.2960419873451
BA3109	6.25135664028146	7.06166102601644
BA3114	7.33796606665151	6.5435898741168
BA3418	6.87025397395673	6.8602531678363
BA3245	7.62080780455831	7.2456266527422
BA3085	9.36044459889599	7.5725144548201
BA3128	8.23061160269424	8.14705635633251
BA3423	9.83304132704525	8.25764420926654
BA3173	8.6279105840654	6.97383568837724
BA3171	7.27982858914582	7.36724009431295
BA3277	8.79942491234482	8.18020169656618
BA3210	3.89787249471578	7.54295367203655
BA3157	9.00955709168753	8.92083445647999
BA3433	8.12418859250955	8.44724078411408
BA3322	4.36239520307836	6.43046914091516
BA3374	8.76897254396233	6.44227342376241
BA3450	7.66253850261184	7.94145634611773
BA3167	8.97485330936457	7.30768711424343
BA3269	9.14863087419242	7.33529770605395
BA3110	9.6837417558498	7.27982858914582
BA3156	-0.534916744230106	6.32868471625961
BA3226	9.47302564786274	8.77804587995587
BA3421	7.65513327960109	7.03474280183588
BA3232	8.34906675857089	8.35358316301659
BA3289	6.95685605328487	6.92559422045597
BA3430	7.68895709467278	6.39027254472215
BA3145	9.73079295605488	7.77015373984418
BA3399	4.64980426174159	6.76002445528346
BA3449	7.02624764830014	7.70197141870837
BA3384	8.48906113697349	8.0301567645062
BA3427	6.00134650129498	7.18556384102574
BA3163	5.77182174756257	5.74129207216541
BA3158	8.67821802831458	7.65513327960109
BA3436	10.4723744199077	8.84307877151568
BA3154	6.26881149847343	6.40549948389557
BA3162	7.1956195388029	8.25554427681065
BA3352	9.90067643419793	8.61607464234973
BA3084	9.87474271994728	7.00146186913291
BA3149	7.07994856692804	8.17428733914348
BA3169	7.61833712147791	6.91326402535282
BA3180	8.17822710034905	8.61968837224666
BA3255	8.7420670822246	8.2409408040855
BA3438	10.1459017836458	7.72809482559201
BA3345	4.49669256281289	6.04484767922597
BA3403	5.73552904725917	6.73865750312275
BA3431	6.57613558769718	6.71095851013656
BA3181	6.3282334089858	7.55754763062472
BA3341	6.43241877433245	7.61949698331246
BA3191	7.09339132647188	7.63278489020753
BA3197	9.36916799017741	8.25764420926654
BA3448	9.05220627117217	7.76884228347361
BA3453	8.34906675857089	7.46894970580743
BA3406	9.50601427714714	7.83268389248944
BA3308	10.0958725482412	9.19120372633416
BA3186	5.61137441450638	7.58065740201547
BA3334	7.94145634611773	7.29431703031285
BA3447	9.08494318011795	7.14687001357008
BA3116	6.17556084584677	6.41947371786185
BA3280	9.38234175781362	8.5529001392332
BA3185	10.0888662099127	6.25854276374572
BA3094	8.68676863894814	6.2379984984627
BA3318	8.91090509269608	6.87212018212394
BA3216	9.88687313292775	8.0760787079227
BA3332	7.2977714926992	7.93502206043898
BA3214	6.77952101227859	6.59838838471777
BA3099	9.06667487040862	8.79635277497105
BA3141	8.34007975821985	8.19611264417946
BA3373	7.29872623007905	7.42090370210596
BA3319	8.56601564488201	7.37299295258264
BA3328	8.04765964150367	7.97388709664949
BA3339	3.33268141494615	5.72866766844001
BA3240	8.86857724833819	8.17822710034905
BA3142	8.37639721534742	9.10341841676742
BA3333	10.4270272319076	8.32449794408229
BA3381	7.33890799019329	7.30768711424343
BA3290	6.90032088066256	7.12664090320603
BA3207	8.95099667095566	7.10693286579065
BA3296	3.95847739460523	6.1842076331656
BA3305	8.22855584188171	7.53093612416627
BA3434	8.55029123602985	8.49908497066643
BA3189	9.53000194332933	8.68106286594684
BA3264	9.67679810675791	8.41846114844672
BA3329	2.64143235528429	6.64579190444665
BA3417	7.18891809205662	6.54307132156237
BA3367	3.21695289492634	6.70309367478267
BA3225	9.11086746340759	7.07025966230358
BA3183	8.91420804405317	7.92699657991781
BA3222	7.73332620572976	6.58940815390926
BA3139	12.5256596633099	8.70874486254081
BA3397	8.8525926437112	8.06884590575294
BA3311	8.5117153749805	7.08368088883067
BA3422	8.70401585675217	7.98898804212453
BA3228	8.82734862624236	8.3972661940189
BA3213	7.73462168625585	8.09251475928632
BA3270	6.98890006339199	7.18474506245045
BA3415	9.53969913371194	8.672544374331
BA3324	8.52190108216259	7.65148276489013
BA3194	5.89918966262517	6.92239609110895
BA3335	8.82734862624236	8.6697155276332
BA3199	8.60337970015667	7.41600983782201
BA3326	8.54508752883457	5.81007696621955
BA3285	12.2211956145486	8.42744390017979
BA3297	10.0958725482412	8.1981158996604
BA3227	9.85077214115986	8.99211218550823
BA3394	7.81832288003789	7.13831231065164
BA3412	10.1242456090787	5.20189485084995
BA3293	8.31971259652754	9.22062772367926
BA3250	8.46922505155083	7.63755645913212
BA3177	8.84624370479657	8.54508752883457
BA3315	7.17197273809379	7.10534081557561
BA3182	7.26503778677364	7.62683244469809
BA3260	4.24925618439469	6.00431982068801
BA3369	8.70112769787832	7.84567146798846
BA3078	9.81711055855458	8.29355254161206
BA3386	8.99558616821901	9.19512951707567
BA3445	1.34360690251231	7.26066025557169
BA3452	9.04860912314158	7.46577618872004
BA3176	9.2109276242084	8.00107447892983
BA3258	8.46676516104844	6.64862107605335
BA3295	7.19903013947942	7.58290428004672
BA3283	7.07329793491951	6.99719018449603
BA3390	7.66613976188412	6.7421473941764
BA3275	9.75293118746352	8.79942491234482
BA3136	10.7487601826414	7.3634906067475
BA3190	6.31492475633183	6.3129901827468
BA3234	8.87824586229709	7.18812871773308
BA3087	10.5694287909356	6.70026474055664
BA3454	9.36916799017741	8.91420804405317
BA3302	9.94271473100152	8.70980864868103
BA3117	7.76884228347361	6.92303478434711
BA3083	8.69249597847146	7.47111652375221
BA3266	9.53484314535953	8.10917947996904
BA3175	7.50539293842063	6.81811142246577
BA3268	8.86536741111737	7.69160326863138
BA3229	7.60395254604328	8.43517613550052
BA3353	9.2109276242084	8.01965582601105
BA3312	6.17860539471144	6.59734342436169
BA3119	9.73079295605488	8.80867768640892
BA3138	6.22856369307102	6.93219471408877
BA3219	8.76897254396233	6.15742620510153
BA3388	6.75887216800442	7.17913715940168
BA3357	7.54512561180818	6.52988298875597
BA3351	7.61484500491846	6.67058412961645
BA3208	10.1678932710614	7.83130382680857
BA3310	10.4909547063744	8.26396477173174
BA3200	9.51078302100883	8.25974759702626
BA3325	9.64527993925034	7.82988769642495
BA3146	9.1755941413251	8.33560901482561
BA3211	9.14863087419242	8.91751782379931
BA3237	4.84846415253514	7.06020993945392
BA3130	3.94134754989613	6.37928950311348
BA3376	9.89297540900361	8.81487669872437
BA3137	7.68273154484305	8.09619809378225
BA3300	6.75887216800442	7.27205163282357
BA3375	9.51556606369543	8.75098362594822
BA3249	8.25947387855203	7.22204702944845
BA3385	8.68106286594684	7.86087718753597
BA3242	8.87501645157825	8.04242466385173
BA3446	7.88191833711993	7.33163994376767
BA3416	9.94271473100152	6.70309367478267
BA3123	6.24726489639171	6.44275689894875
