	IDH2	PTPN11
BA2821	8.41372261793503	7.166329054571
BA2233	8.74800571415782	6.30187774864901
BA2744	8.3972661940189	6.32126637219132
BA2880	8.3311533449718	6.87025397395673
BA2621	7.28438406463884	6.4442145827922
BA3002	8.55997698305646	6.90558799283489
BA2501	8.34681429629083	6.94421494122577
BA2993	7.77713213848426	6.86965319256556
BA2301	7.75780436658957	6.6100656847185
BA2852	7.53734841909383	6.03322281740518
BA2133	6.96975356458038	6.16651995068436
BA2866	8.99906762077278	6.76777472760262
BA2212	8.64171611871059	6.6568137663596
BA2685	9.08862153045619	7.20800173217813
BA2273	8.71853926395486	7.21621114040909
BA2477	8.48407580140491	7.10693286579065
BA2659	8.15090969693391	6.87025397395673
BA2124	8.70296361717243	6.68070832768596
BA2363	7.80235955590607	6.77360382440632
BA2369	8.62242404966029	6.49198171831508
BA2534	8.74800571415782	7.23390393878716
BA2400	8.09804401257278	6.93090952480088
BA2762	8.16840116234166	6.67894286315779
BA2312	7.54970729199318	6.61484329859941
BA2813	8.04060780611373	6.79754404909056
BA2211	8.61335419813792	6.79699042284113
BA2171	8.29387857030758	6.83661488155882
BA2746	7.28712238553665	6.62521439483861
BA2798	8.39493145233583	6.63383351459938
BA2809	7.88191833711993	7.11517726354172
BA2288	8.17565360284926	6.48655837104488
BA2801	7.5932544466496	5.71628948447083
BA3030	8.02685700006077	6.67837784799198
BA2588	7.83407017601998	6.59569193185131
BA2296	8.64449262965366	6.90161368403515
BA2300	8.34232080533324	7.57834177713667
BA2903	7.15557221270197	5.70908891657494
BA2473	9.20081280674415	6.7630173908565
BA2545	8.10545619155905	6.73745939965324
BA2840	7.36527517561591	6.78618260321054
BA2528	7.81249915728454	6.26075536574437
BA2646	8.27244095196937	6.97042186538325
BA3407	8.23267071257109	7.08974258985974
BA2240	8.01121552663761	7.22379610574448
BA2926	8.34456564828853	6.91665453342353
BA2272	7.33250978911574	6.32267289165303
BA2306	8.34906675857089	6.97926113627939
BA2765	7.00642277827321	6.42907602157434
BA2904	8.01121552663761	6.73404028171299
BA2883	8.52445890903765	7.14840411383597
BA2726	6.93827202821145	6.42907602157434
BA2234	8.2960419873451	6.77605663940291
BA2022	8.66407371953991	7.22786001580346
BA2228	8.79022656584331	7.19482368325309
BA2037	8.46185834013681	7.45167143306165
BA2184	9.1872873383188	6.945568125872
BA3009	8.07064998624987	6.92174677642902
BA2842	7.21053357648558	6.30695343234241
BA2442	8.01616932095142	6.7928687930301
BA2882	7.51299557490928	6.50598160592548
BA2758	6.90161368403515	5.94678819915787
BA2705	7.53303259081949	6.98821538280907
BA2663	7.25790347094091	6.16309999506727
BA2570	9.21888429779212	6.99719018449603
BA2764	8.04060780611373	5.94307491514827
BA2209	8.22240857358487	6.80845562026412
BA2989	8.68676863894814	6.87212018212394
BA2855	7.77444024847	6.82734034498185
BA2261	7.99739906746641	6.91599118004167
BA2721	7.80956394588893	5.92917652580144
BA2930	6.82612058067876	6.09128064758952
BA2728	8.15671254170946	6.68070832768596
BA2715	8.06884590575294	7.56206988956539
BA2469	7.12664090320603	6.84776495812423
BA2269	6.99377561399407	6.30887529708536
BA2098	7.65632337592004	5.90196356256727
BA2778	6.68355614720783	6.2445717796939
BA2951	8.49908497066643	7.29687122589928
BA2163	8.23473317956582	7.57131151688563
BA2379	7.06166102601644	6.47571845442986
BA2817	6.97794904447586	7.06302085430374
BA3153	9.30065851731011	6.89839628157059
BA2820	7.60280427832536	6.46824522688611
BA2723	7.51299557490928	7.22379610574448
BA2704	9.01658796485945	6.92764387831615
BA2088	8.46430959418229	7.25611345915688
BA2116	7.1940059259717	7.58759859001841
BA2584	8.98864564355709	7.11072300969941
BA3079	7.71867822819813	7.09190952990899
BA2417	8.95099667095566	6.40314188601748
BA2361	8.13747585819058	6.57456923029337
BA2450	8.1017443875296	6.82066158800154
BA2492	7.47524977931761	7.0594253136799
BA2552	9.0307417478067	6.12904074966952
BA2472	7.93502206043898	6.46680230521735
BA2994	8.49406416345013	6.84098754890722
BA2047	8.45209623715645	6.95685605328487
BA2101	7.70330320958059	6.38550593619779
BA2082	8.94761722776196	6.65187762334033
BA2879	6.90877033903166	6.47025472959033
BA2577	9.16398396797258	7.03549223810054
BA2456	7.34929269675225	6.6897450758778
BA2175	8.4424022836884	6.56428369493048
BA2824	7.878761730409	6.59895239127683
BA2507	8.46922505155083	6.72991592484699
BA2563	8.5373170330564	6.80299244523417
BA2244	7.34929269675225	6.63330728837913
BA2470	8.26607857536642	6.99787187673434
BA2984	7.77015373984418	6.59311218108753
BA2414	8.95777690896205	6.9766278154768
BA2697	6.89968682755392	5.95806732051197
BA2079	6.39786567345431	5.91637612602088
BA2999	8.41846114844672	7.04058248557274
BA2644	7.66495366812555	6.38646200740092
BA2011	7.31127241928996	6.08148760261427
BA2217	9.00955709168753	6.93021683662514
BA2454	8.86216405394702	7.59565623174131
BA2776	8.91751782379931	6.85454256896604
BA2218	8.09619809378225	5.99645810395014
BA2135	7.95296500400789	6.81203867711984
BA2914	7.50002964161751	6.36695225743452
BA2500	8.32893113987774	6.72062167573975
BA2830	8.66407371953991	6.49846429425474
BA2406	7.8894951557827	6.95751613947387
BA3108	9.37793858616158	7.26585264294213
BA2924	7.61362919863888	6.69750566900229
BA2303	7.20465709297985	6.44802101478473
BA2160	8.32007964073217	6.67558655089664
BA2038	8.43998936441936	6.83344544574865
BA2602	7.83268389248944	6.68423874907307
BA2964	8.50160207030541	6.81453593095305
BA2898	7.92215119859177	6.47329372187665
BA3003	7.98220941306141	6.32546109149907
BA2111	8.24717893447311	6.45799676814181
BA2827	8.34681429629083	6.46528423305325
BA2912	7.99739906746641	6.35352478320916
BA2437	8.49908497066643	6.50546050499068
BA2283	7.86671215518685	6.40549948389557
BA2057	8.09619809378225	6.38888273500531
BA2633	8.50412364911741	6.50546050499068
BA3034	8.05288390011611	6.45552187143232
BA2607	8.40664550150058	6.3878866435171
BA2761	7.87281860469351	6.41701283707656
BA2795	7.96577419756633	6.37358566074055
BA2182	8.1336646480907	6.5105672693692
BA2152	8.22036612888066	6.46580356265107
BA2381	9.34313727945847	7.09423229403913
BA2931	8.21020338316209	6.62737493861003
BA2040	7.92364245319313	6.62737493861003
BA2590	9.28812805203208	7.19225834495813
BA3195	8.47910806756512	6.59785150913547
BA2516	8.32191640184945	6.72524597427468
BA2353	8.68676863894814	6.97731252665637
BA3036	8.0095286113404	7.023488210081
BA2971	8.14502683997756	6.70309367478267
BA3410	7.98220941306141	6.85895592875875
BA3118	8.30691336971867	6.81629782268832
BA3206	8.09804401257278	7.08974258985974
BA3202	8.6279105840654	6.97318609681243
BA3217	8.27670009201677	6.51917819512762
BA3405	7.92364245319313	6.57720688521491
BA3306	8.37180321609369	6.52375465899181
BA3371	8.62516478231551	6.56739724791344
BA3413	8.81487669872437	6.88232132236019
BA3411	7.98898804212453	6.72991592484699
BA3133	8.34232080533324	7.35298985161002
BA3164	8.30255392241405	7.04851156959908
BA3451	7.51413414557592	6.56942061445838
BA3286	8.7361512573159	6.73345379130114
BA3212	8.57865830342714	7.58879646153396
BA3103	8.7361512573159	6.77421514705842
BA3271	7.97894297933459	6.93152855508892
BA3152	7.94314055717551	6.94819581980106
BA3095	8.46430959418229	6.82008128976274
BA3192	8.43998936441936	7.09190952990899
BA3251	8.42798766039968	6.90940702790402
BA3362	8.88653621315296	6.78550767222755
BA3400	8.02508710399741	6.45847746962255
BA3135	8.83676787171411	6.3878866435171
BA3408	7.02274319881886	6.54766219361137
BA3187	8.53215993801742	6.75309739437635
BA3098	8.73025810259064	7.07919944865791
BA3435	7.96744532914178	7.07103568667065
BA3261	8.66407371953991	6.83535757136623
BA3203	8.15090969693391	6.48120572889895
BA3174	7.617186143553	6.8576823032308
BA3317	8.42559982560594	6.86708630662577
BA3299	7.92868137841977	6.49051077750921
BA3221	7.07556396699123	6.36600938491696
BA3347	7.68134464101013	6.45401948854285
BA3235	6.732801148639	6.40025463094879
BA3126	7.15557221270197	6.89968682755392
BA3380	8.41608983118813	6.50152491798344
BA3089	7.89883083701412	7.04562502354572
BA3109	7.04851156959908	6.69027313849037
BA3114	7.58991392876001	6.07391847012236
BA3418	8.19611264417946	7.3548407117676
BA3245	8.05457002396872	6.98621603600523
BA3085	8.11104544817006	7.48057619109315
BA3128	8.78717245605116	6.6952290990594
BA3423	8.29820901257083	6.86708630662577
BA3173	8.84307877151568	7.11288822976142
BA3171	7.27205163282357	7.86087718753597
BA3277	8.56601564488201	6.59203093136997
BA3210	7.80094268898657	7.09779989974783
BA3157	8.51934782702254	7.00079089475897
BA3433	8.27244095196937	6.47715255483626
BA3322	8.17625565039323	6.65403117957095
BA3374	8.43758065182973	7.18644077892568
BA3450	8.52190108216259	7.03048318855786
BA3167	8.40900046313029	7.12814379144502
BA3269	7.24647814947882	6.50854787129231
BA3110	8.54953218061743	7.03404295294828
BA3156	7.51732737025111	6.71895435387141
BA3226	7.87430709609213	6.93827202821145
BA3421	7.45670028367566	6.45699666582514
BA3232	8.16840116234166	6.86346274491745
BA3289	6.86648111845466	6.34503333401511
BA3430	7.16953610700443	6.63486341869675
BA3145	8.21629115879124	7.03474280183588
BA3399	7.41107466475047	6.31068973576453
BA3449	8.19012213724112	7.36724009431295
BA3384	8.16059641320183	6.71895435387141
BA3427	7.3548407117676	6.69300731767576
BA3163	7.550843282623	6.48560018665895
BA3158	8.81487669872437	7.32779530563549
BA3436	8.18416035809344	6.80545390529169
BA3154	7.9003747386446	7.18235291359456
BA3162	8.3558471237735	6.95960331595656
BA3352	8.70008120144039	6.66781105206711
BA3084	8.8717935877338	6.7892246921242
BA3149	7.40108920011618	7.07919944865791
BA3169	8.25974759702626	7.03267038157323
BA3180	8.81487669872437	7.1639233124779
BA3255	8.01284698319857	6.61979235879454
BA3438	8.57394218930808	7.30411511402805
BA3345	7.574849932275	5.98917879350321
BA3403	7.99413751864958	7.11817234858432
BA3431	7.06807720975175	6.61592394796106
BA3181	7.3445927403943	6.43493754543007
BA3341	7.9003747386446	6.88034277223335
BA3191	7.47212920454885	6.67612658139253
BA3197	8.78412431760784	6.8194770973329
BA3448	8.37180321609369	7.05570452227078
BA3453	8.23473317956582	6.6952290990594
BA3406	7.99246857024867	7.07405167828484
BA3308	8.69824500910271	6.98688341334907
BA3186	8.55765692487222	6.82908216215166
BA3334	8.08518191159815	6.21584775215817
BA3447	8.22036612888066	5.78152676577258
BA3116	8.28956252610494	6.60051001058414
BA3280	7.69790613813162	6.53989151011847
BA3185	8.60337970015667	6.04192947928388
BA3094	7.97720455656684	6.98958107037054
BA3318	8.21629115879124	6.97993778438247
BA3216	7.72417589543797	6.32959875231621
BA3332	8.97829037472744	6.95550948162844
BA3214	8.59445024196475	6.85335943019892
BA3099	8.24926512843891	7.12505562496802
BA3141	8.30691336971867	6.65295694076347
BA3373	8.59260663428802	7.77581260088951
BA3319	7.78401208165605	6.44374763893835
BA3328	7.99915514777274	6.58991080721251
BA3339	7.35673455123978	6.31765450633365
BA3240	9.43158515365849	6.89839628157059
BA3142	7.7605970351598	7.74397164014646
BA3333	8.61968837224666	6.62245620960063
BA3381	8.58992566833602	6.80116720365205
BA3290	7.82549928808227	6.63330728837913
BA3207	6.40170617544637	6.20186257831003
BA3296	7.7045927999637	6.16229657509821
BA3305	8.25554427681065	6.732801148639
BA3434	8.25554427681065	6.57095981156775
BA3189	8.30909856685695	7.13671405241938
BA3264	8.7361512573159	6.92499248066896
BA3329	9.25691151442812	7.18891809205662
BA3417	8.12986534537924	6.89058644352535
BA3367	7.43931413643912	6.21316864027758
BA3225	7.00991256129177	6.13032258367322
BA3183	8.19411260375688	6.93090952480088
BA3222	8.79635277497105	7.43138197639579
BA3139	10.1620355969132	7.60395254604328
BA3397	9.07395764638915	7.54512561180818
BA3311	6.91793209354363	6.53396722315737
BA3422	8.37409825216549	6.30098784091473
BA3228	8.40429460371975	6.57407550686427
BA3213	8.42083657982967	6.96091622827791
BA3270	7.35764711965898	6.46528423305325
BA3415	9.74736666094391	7.68652733200955
BA3324	8.53215993801742	7.37396310701658
BA3194	8.85577669200061	6.98063449004179
BA3335	7.63878607715114	6.50956258535332
BA3199	9.50125973784097	6.60792383481337
BA3326	7.66495366812555	6.94358580230343
BA3285	9.89455064759087	7.6112304020112
BA3297	8.18217944661747	6.83464418679852
BA3227	8.58457840504288	6.79520689964912
BA3394	7.31937809888862	6.80845562026412
BA3412	8.90103696609653	6.9924430115513
BA3293	8.31751248525734	6.78255354390321
BA3250	8.3926007250059	6.86209164981008
BA3177	8.9076089453561	7.05362684769664
BA3315	7.91895915389096	7.40900238551148
BA3182	8.45453034732936	6.67112647924208
BA3260	7.54625616208849	6.48756519390035
BA3369	8.32893113987774	6.83661488155882
BA3078	8.65749029731641	7.01060112681321
BA3386	8.57129520837751	6.68355614720783
BA3445	8.04765964150367	6.46040057966304
BA3452	8.40429460371975	6.52072194410879
BA3176	8.16644533071452	6.85962983110872
BA3258	7.69023500088856	6.37732984108365
BA3295	8.38100696139026	6.75483486169623
BA3283	8.01965582601105	6.38023120196824
BA3390	7.18154554634955	6.2171644897831
BA3275	8.68106286594684	6.96156655492073
BA3136	7.50539293842063	6.70476093745623
BA3190	8.03197078783115	6.24185782368877
BA3234	7.45963779857083	6.17903573796561
BA3087	8.67155422607777	7.23894729675129
BA3454	8.23886821722062	6.87337102503918
BA3302	9.01306871894599	7.47952389617521
BA3117	9.1314039045803	6.96703229824418
BA3083	7.77846043065093	6.66342584742563
BA3266	8.04934885751887	6.837182643361
BA3175	7.73200199894925	6.76476869070353
BA3268	8.48407580140491	6.92625028034322
BA3229	8.03197078783115	6.81329812446179
BA3353	8.68106286594684	7.29077391107671
BA3312	9.36044459889599	6.76777472760262
BA3119	8.78717245605116	6.72062167573975
BA3138	7.65513327960109	6.30235584618443
BA3219	6.87788091401863	6.01745471553114
BA3388	7.6160759273921	6.64358377452482
BA3357	8.72037345844597	6.54766219361137
BA3351	8.41846114844672	7.06807720975175
BA3208	7.31039812260742	7.05647487229206
BA3310	9.04860912314158	6.8005248227196
BA3200	8.33560901482561	6.65737778697747
BA3325	7.62683244469809	7.07626127790368
BA3146	8.05801802157941	6.99030175438279
BA3211	9.04501990946176	6.85271739062875
BA3237	8.28311530497155	7.45053981568106
BA3130	7.29515347515493	6.18074633883084
BA3376	8.15090969693391	6.70026474055664
BA3137	8.43037965011906	6.81145766315316
BA3300	9.14833321497193	7.84883391972247
BA3375	8.63341745058943	6.8446685918264
BA3249	8.83544161006383	7.31579076602089
BA3385	7.76466876898383	6.85580435382138
BA3242	7.93658206656699	7.01759724929549
BA3446	7.38062061343463	6.25179190765508
BA3416	9.12586826213153	6.79989991305165
BA3123	8.07424285809521	6.83151108322253
